reporter_iso3,year,hs_cmd,imports_from_china_usd
THA,2019,84,46205.638
THA,2019,84,46168.577
THA,2019,84,6732.501
THA,2019,84,3703.395
THA,2019,84,555.516
THA,2019,85,2960.136
THA,2019,85,399.3
THA,2019,85,207.489
THA,2019,85,1355.59
THA,2019,85,49045.256
THA,2019,84,694.564
THA,2019,84,563777.911
THA,2019,84,27345.619
THA,2019,85,55769.776
THA,2019,85,3801466.1
THA,2019,85,434423.93
THA,2019,85,1212911.369
THA,2019,85,219211.234
